1503960366,4/12/2016,Tue,13162,8.5
1503960366,4/13/2016,Wed,10735,6.96999979
1503960366,4/14/2016,Thu,10460,6.739999771
1503960366,4/15/2016,Fri,9762,6.28000021
1503960366,4/16/2016,Sat,12669,8.159999847
1503960366,4/17/2016,Sun,9705,6.480000019
1503960366,4/18/2016,Mon,13019,8.590000153
1503960366,4/19/2016,Tue,15506,9.880000114
1503960366,4/20/2016,Wed,10544,6.679999828
1503960366,4/21/2016,Thu,9819,6.340000153
1503960366,4/22/2016,Fri,12764,8.130000114
1503960366,4/23/2016,Sat,14371,9.039999962
1503960366,4/24/2016,Sun,10039,6.409999847
1503960366,4/25/2016,Mon,15355,9.800000191
1503960366,4/26/2016,Tue,13755,8.789999962
1503960366,4/27/2016,Wed,18134,12.21000004
1503960366,4/28/2016,Thu,13154,8.529999733
1503960366,4/29/2016,Fri,11181,7.150000095
1503960366,4/30/2016,Sat,14673,9.25
1503960366,5/1/2016,Sun,10602,6.809999943
1503960366,5/2/2016,Mon,14727,9.710000038
1503960366,5/3/2016,Tue,15103,9.659999847
1503960366,5/4/2016,Wed,11100,7.150000095
1503960366,5/5/2016,Thu,14070,8.899999619
1503960366,5/6/2016,Fri,12159,8.029999733
1503960366,5/7/2016,Sat,11992,7.710000038
1503960366,5/8/2016,Sun,10060,6.579999924
1503960366,5/9/2016,Mon,12022,7.71999979
1503960366,5/10/2016,Tue,12207,7.769999981
1503960366,5/11/2016,Wed,12770,8.130000114
1503960366,5/12/2016,Thu,0,0
1624580081,4/12/2016,Tue,8163,5.309999943
1624580081,4/13/2016,Wed,7007,4.550000191
1624580081,4/14/2016,Thu,9107,5.920000076
1624580081,4/15/2016,Fri,1510,0.980000019
1624580081,4/16/2016,Sat,5370,3.49000001
1624580081,4/17/2016,Sun,6175,4.059999943
1624580081,4/18/2016,Mon,10536,7.409999847
1624580081,4/19/2016,Tue,2916,1.899999976
1624580081,4/20/2016,Wed,4974,3.230000019
1624580081,4/21/2016,Thu,6349,4.130000114
1624580081,4/22/2016,Fri,4026,2.619999886
1624580081,4/23/2016,Sat,8538,5.550000191
1624580081,4/24/2016,Sun,6076,3.950000048
1624580081,4/25/2016,Mon,6497,4.21999979
1624580081,4/26/2016,Tue,2826,1.840000033
1624580081,4/27/2016,Wed,8367,5.440000057
1624580081,4/28/2016,Thu,2759,1.789999962
1624580081,4/29/2016,Fri,2390,1.549999952
1624580081,4/30/2016,Sat,6474,4.300000191
1624580081,5/1/2016,Sun,36019,28.03000069
1624580081,5/2/2016,Mon,7155,4.929999828
1624580081,5/3/2016,Tue,2100,1.370000005
1624580081,5/4/2016,Wed,2193,1.429999948
1624580081,5/5/2016,Thu,2470,1.610000014
1624580081,5/6/2016,Fri,1727,1.120000005
1624580081,5/7/2016,Sat,2104,1.370000005
1624580081,5/8/2016,Sun,3427,2.230000019
1624580081,5/9/2016,Mon,1732,1.129999995
1624580081,5/10/2016,Tue,2969,1.929999948
1624580081,5/11/2016,Wed,3134,2.039999962
1624580081,5/12/2016,Thu,2971,1.929999948
1644430081,4/12/2016,Tue,10694,7.769999981
1644430081,4/13/2016,Wed,8001,5.820000172
1644430081,4/14/2016,Thu,11037,8.020000458
1644430081,4/15/2016,Fri,5263,3.829999924
1644430081,4/16/2016,Sat,15300,11.11999989
1644430081,4/17/2016,Sun,8757,6.369999886
1644430081,4/18/2016,Mon,7132,5.190000057
1644430081,4/19/2016,Tue,11256,8.180000305
1644430081,4/20/2016,Wed,2436,1.769999981
1644430081,4/21/2016,Thu,1223,0.889999986
1644430081,4/22/2016,Fri,3673,2.670000076
1644430081,4/23/2016,Sat,6637,4.829999924
1644430081,4/24/2016,Sun,3321,2.410000086
1644430081,4/25/2016,Mon,3580,2.599999905
1644430081,4/26/2016,Tue,9919,7.210000038
1644430081,4/27/2016,Wed,3032,2.200000048
1644430081,4/28/2016,Thu,9405,6.840000153
1644430081,4/29/2016,Fri,3176,2.309999943
1644430081,4/30/2016,Sat,18213,13.23999977
1644430081,5/1/2016,Sun,6132,4.460000038
1644430081,5/2/2016,Mon,3758,2.730000019
1644430081,5/3/2016,Tue,12850,9.340000153
1644430081,5/4/2016,Wed,2309,1.679999948
1644430081,5/5/2016,Thu,4363,3.190000057
1644430081,5/6/2016,Fri,9787,7.119999886
1644430081,5/7/2016,Sat,13372,9.720000267
1644430081,5/8/2016,Sun,6724,4.889999866
1644430081,5/9/2016,Mon,6643,4.829999924
1644430081,5/10/2016,Tue,9167,6.659999847
1644430081,5/11/2016,Wed,1329,0.970000029
1844505072,4/12/2016,Tue,6697,4.429999828
1844505072,4/13/2016,Wed,4929,3.25999999
1844505072,4/14/2016,Thu,7937,5.25
1844505072,4/15/2016,Fri,3844,2.539999962
1844505072,4/16/2016,Sat,3414,2.25999999
1844505072,4/17/2016,Sun,4525,2.99000001
1844505072,4/18/2016,Mon,4597,3.039999962
1844505072,4/19/2016,Tue,197,0.129999995
1844505072,4/20/2016,Wed,8,0.01
1844505072,4/21/2016,Thu,8054,5.320000172
1844505072,4/22/2016,Fri,5372,3.549999952
1844505072,4/23/2016,Sat,3570,2.359999895
1844505072,4/24/2016,Sun,0,0
1844505072,4/25/2016,Mon,0,0
1844505072,4/26/2016,Tue,0,0
1844505072,4/27/2016,Wed,4,0
1844505072,4/28/2016,Thu,6907,4.570000172
1844505072,4/29/2016,Fri,4920,3.25
1844505072,4/30/2016,Sat,4014,2.670000076
1844505072,5/1/2016,Sun,2573,1.700000048
1844505072,5/2/2016,Mon,0,0
1844505072,5/3/2016,Tue,4059,2.680000067
1844505072,5/4/2016,Wed,2080,1.370000005
1844505072,5/5/2016,Thu,2237,1.480000019
1844505072,5/6/2016,Fri,44,0.029999999
1844505072,5/7/2016,Sat,0,0
1844505072,5/8/2016,Sun,0,0
1844505072,5/9/2016,Mon,0,0
1844505072,5/10/2016,Tue,0,0
1844505072,5/11/2016,Wed,0,0
1844505072,5/12/2016,Thu,0,0
1927972279,4/12/2016,Tue,678,0.469999999
1927972279,4/13/2016,Wed,356,0.25
1927972279,4/14/2016,Thu,2163,1.5
1927972279,4/15/2016,Fri,980,0.680000007
1927972279,4/16/2016,Sat,0,0
1927972279,4/17/2016,Sun,0,0
1927972279,4/18/2016,Mon,244,0.170000002
1927972279,4/19/2016,Tue,0,0
